sku,price,product_id,product_name,product_tags,stock_quantity,expiration_date,product_ratings,warranty_period,product_category,manufacturing_date,product_dimensions,product_description,color_size_variations
SKU-ELE-LAP-00105,2335.13,P000105,Deluxe Wood Laptop,"new, sale",74,,3.5,1 year,Electronics,2025-09-09,28x42x57 cm,"A deluxe laptop made from wood, suitable for everyday use in the electronics category.",Colors: Silver; Sizes: L/XL
SKU-OFF-FUR-00106,685.72,P000106,Mini Silicone Furniture,"durable, new",230,,2.9,1 year,Office,2022-11-09,87x37x46 cm,"A mini furniture made from silicone, suitable for everyday use in the office category.",Colors: Brown/Red/Blue; Sizes: One Size/L/XL
SKU-GRO-BEV-00107,466.02,P000107,Deluxe Plastic Beverage,"durable, professional, sale",287,2025-01-28,4.8,No Warranty,Grocery,2023-09-05,38x54x16 cm,"A deluxe beverage made from plastic, suitable for everyday use in the grocery category.",Colors: Green; Sizes: M/S/XS
SKU-HOM-DEC-00108,1016.50,P000108,Classic Wood Decor,"durable, limited, premium",1029,,4.3,6 months,Home & Kitchen,2025-12-24,93x20x41 cm,"A classic decor made from wood, suitable for everyday use in the home & kitchen category.",Colors: Blue/Pink; Sizes: L
SKU-GRO-FRO-00109,1894.58,P000109,Essential Silicone Frozen,"bestseller, durable, family, premium",1360,2026-09-25,4.4,No Warranty,Grocery,2025-08-18,72x62x34 cm,"A essential frozen made from silicone, suitable for everyday use in the grocery category.",Colors: Gray; Sizes: S/XL/One Size
SKU-FAS-KID-00110,295.01,P000110,Mini Silicone Kid,"eco-friendly, lightweight",420,,4.0,No Warranty,Fashion,2025-01-08,120x70x29 cm,"A mini kid made from silicone, suitable for everyday use in the fashion category.",Colors: Pink/Black/Brown/Silver; Sizes: One Size/XS
SKU-TOY-PUZ-00111,1447.88,P000111,Premium Glass Puzzle,"lightweight, new",92,,3.4,No Warranty,Toys,2023-05-18,74x12x60 cm,"A premium puzzle made from glass, suitable for everyday use in the toys category.",Colors: Gold/Blue/Gray; Sizes: One Size/L/M
SKU-TOY-OUT-00112,205.21,P000112,Deluxe Leather Outdoor Toy,"giftable, trending",1355,,3.8,3 years,Toys,2025-11-27,115x49x8 cm,"A deluxe outdoor toy made from leather, suitable for everyday use in the toys category.",Colors: Red/Black; Sizes: M
SKU-OFF-TEC-00113,2059.27,P000113,Deluxe Leather Tech,"limited, new, premium, trending",506,,3.4,6 months,Office,2023-08-02,29x19x3 cm,"A deluxe tech made from leather, suitable for everyday use in the office category.",Colors: White/Brown; Sizes: XS/L/One Size
SKU-BEA-SKI-00114,589.67,P000114,Deluxe Silicone Skincare,"durable, family, premium, professional",444,2028-02-22,4.4,3 months,Beauty,2025-03-25,69x42x15 cm,"A deluxe skincare made from silicone, suitable for everyday use in the beauty category.",Colors: Green/Blue; Sizes: XL/S/L
SKU-SPO-CYC-00115,1566.84,P000115,Premium Wood Cycling,"durable, eco-friendly, family, trending",874,,3.7,6 months,Sports,2024-02-13,87x90x25 cm,"A premium cycling made from wood, suitable for everyday use in the sports category.",Colors: Gold/Blue/Pink; Sizes: S
SKU-SPO-OUT-00116,1408.14,P000116,Ultra Steel Outdoor,"bestseller, family, lightweight",853,,3.8,1 year,Sports,2024-02-16,36x37x14 cm,"A ultra outdoor made from steel, suitable for everyday use in the sports category.",Colors: White/Gray/Red; Sizes: M
SKU-TOY-BOA-00117,2184.67,P000117,Max Steel Board Game,"durable, limited, sale",385,,4.4,3 years,Toys,2025-07-06,90x76x14 cm,"A max board game made from steel, suitable for everyday use in the toys category.",Colors: Red; Sizes: One Size
SKU-HOM-DEC-00118,994.59,P000118,Eco Glass Decor,"durable, family, professional, sale",490,,3.3,6 months,Home & Kitchen,2024-02-05,53x64x35 cm,"A eco decor made from glass, suitable for everyday use in the home & kitchen category.",Colors: Pink/White/Brown/Gold; Sizes: S/M
SKU-GRO-FRO-00119,1854.41,P000119,Premium Glass Frozen,"limited, premium, trending",33,2024-07-04,4.8,No Warranty,Grocery,2022-06-19,42x24x13 cm,"A premium frozen made from glass, suitable for everyday use in the grocery category.",Colors: Pink/Gray; Sizes: One Size/M/XL
SKU-OFF-ORG-00120,1833.26,P000120,Ultra Wood Organization,"family, giftable, new, professional",721,,2.8,2 years,Office,2021-12-13,67x28x59 cm,"A ultra organization made from wood, suitable for everyday use in the office category.",Colors: Black; Sizes: L
SKU-FAS-WOM-00121,27.80,P000121,Compact Wood Women,"family, lightweight, new, professional",1035,,3.4,2 years,Fashion,2023-07-23,86x90x60 cm,"A compact women made from wood, suitable for everyday use in the fashion category.",Colors: Gray; Sizes: L/XS/XL
SKU-SPO-ACC-00122,1258.02,P000122,Classic Steel Accessorie,"limited, professional",1429,,3.6,3 months,Sports,2024-10-12,18x17x34 cm,"A classic accessorie made from steel, suitable for everyday use in the sports category.",Colors: Silver/Green/Gold; Sizes: M
SKU-TOY-OUT-00123,2475.62,P000123,Max Glass Outdoor Toy,"bestseller, trending",462,,4.2,No Warranty,Toys,2022-09-07,88x88x49 cm,"A max outdoor toy made from glass, suitable for everyday use in the toys category.",Colors: Gold/Gray/Pink/Black; Sizes: XS/S/One Size
SKU-OFF-ORG-00124,1416.80,P000124,Pro Cotton Organization,"bestseller, new, sale",195,,4.8,3 months,Office,2023-12-18,32x77x31 cm,"A pro organization made from cotton, suitable for everyday use in the office category.",Colors: Blue; Sizes: XS/S
SKU-FAS-SHO-00125,410.30,P000125,Compact Aluminum Shoe,"bestseller, eco-friendly, professional",492,,4.6,1 year,Fashion,2024-03-06,91x74x22 cm,"A compact shoe made from aluminum, suitable for everyday use in the fashion category.",Colors: Black/White/Gold; Sizes: XS
SKU-GRO-DAI-00126,2422.45,P000126,Max Leather Dairy,"eco-friendly, family, professional, trending",668,2023-06-09,3.2,No Warranty,Grocery,2021-03-02,67x34x23 cm,"A max dairy made from leather, suitable for everyday use in the grocery category.",Colors: Brown; Sizes: S/XS
SKU-HOM-APP-00127,1780.62,P000127,Portable Leather Appliance,"lightweight, sale",1298,,4.3,6 months,Home & Kitchen,2021-11-12,51x18x6 cm,"A portable appliance made from leather, suitable for everyday use in the home & kitchen category.",Colors: Green/White/Blue; Sizes: S
SKU-TOY-OUT-00128,262.71,P000128,Mini Leather Outdoor Toy,"new, sale, trending",183,,3.9,2 years,Toys,2022-12-26,81x46x56 cm,"A mini outdoor toy made from leather, suitable for everyday use in the toys category.",Colors: White/Gray/Red/Green; Sizes: S/L/One Size
SKU-FAS-KID-00129,1235.33,P000129,Classic Aluminum Kid,"durable, sale",129,,3.6,1 year,Fashion,2021-12-09,43x66x51 cm,"A classic kid made from aluminum, suitable for everyday use in the fashion category.",Colors: Pink/Red; Sizes: XS/S
SKU-SPO-FIT-00130,2104.82,P000130,Deluxe Cotton Fitnes,"durable, eco-friendly, premium, sale",778,,4.7,1 year,Sports,2025-07-05,47x60x53 cm,"A deluxe fitnes made from cotton, suitable for everyday use in the sports category.",Colors: Pink/Silver; Sizes: L
SKU-GRO-PAN-00131,2419.56,P000131,Essential Silicone Pantry,"eco-friendly, giftable, limited, premium",496,2024-05-17,3.2,No Warranty,Grocery,2022-10-30,51x19x60 cm,"A essential pantry made from silicone, suitable for everyday use in the grocery category.",Colors: Pink; Sizes: S/L/M
SKU-HOM-DEC-00132,352.24,P000132,Pro Silicone Decor,"bestseller, lightweight, premium",620,,3.1,3 months,Home & Kitchen,2022-05-11,96x59x51 cm,"A pro decor made from silicone, suitable for everyday use in the home & kitchen category.",Colors: Brown/Gold/Gray/Green; Sizes: M
SKU-HOM-COO-00133,420.00,P000133,Eco Cotton Cookware,"bestseller, new, trending",1254,,3.9,3 years,Home & Kitchen,2021-04-01,91x87x26 cm,"A eco cookware made from cotton, suitable for everyday use in the home & kitchen category.",Colors: Green; Sizes: XL
SKU-BEA-FRA-00134,1160.33,P000134,Smart Leather Fragrance,"bestseller, family, trending",1391,2026-09-24,3.8,6 months,Beauty,2024-04-20,8x66x7 cm,"A smart fragrance made from leather, suitable for everyday use in the beauty category.",Colors: Silver/Green; Sizes: L/S
SKU-OFF-PRI-00135,1098.21,P000135,Ultra Plastic Printing,"bestseller, eco-friendly, family",1426,,3.3,6 months,Office,2023-07-16,10x19x2 cm,"A ultra printing made from plastic, suitable for everyday use in the office category.",Colors: Gray/Blue; Sizes: S/M/L
SKU-OFF-FUR-00136,470.03,P000136,Deluxe Wood Furniture,"limited, new, professional, trending",1346,,3.5,3 years,Office,2023-06-05,83x30x29 cm,"A deluxe furniture made from wood, suitable for everyday use in the office category.",Colors: Green/White; Sizes: XS/XL/S
SKU-GRO-PAN-00137,289.31,P000137,Eco Silicone Pantry,"bestseller, durable, premium",1373,2027-09-14,3.8,No Warranty,Grocery,2025-11-02,81x54x40 cm,"A eco pantry made from silicone, suitable for everyday use in the grocery category.",Colors: Pink/Blue/Green; Sizes: XL/XS/S
SKU-GRO-BEV-00138,296.78,P000138,Eco Aluminum Beverage,"eco-friendly, lightweight, trending",764,2025-10-11,3.8,No Warranty,Grocery,2024-11-21,81x22x37 cm,"A eco beverage made from aluminum, suitable for everyday use in the grocery category.",Colors: Gray/Blue; Sizes: M/S
SKU-FAS-KID-00139,2164.47,P000139,Ultra Steel Kid,"family, lightweight, trending",19,,2.8,1 year,Fashion,2023-09-20,76x69x42 cm,"A ultra kid made from steel, suitable for everyday use in the fashion category.",Colors: Pink/Brown/Blue/Black; Sizes: XS/S/M
SKU-ELE-ACC-00140,424.67,P000140,Eco Aluminum Accessorie,"bestseller, durable, giftable, sale",936,,4.4,1 year,Electronics,2024-03-04,75x70x8 cm,"A eco accessorie made from aluminum, suitable for everyday use in the electronics category.",Colors: Pink; Sizes: S/L/XS
SKU-BEA-MAK-00141,660.71,P000141,Premium Silicone Makeup,"premium, professional, trending",178,2026-05-20,5.0,3 months,Beauty,2023-06-19,31x80x45 cm,"A premium makeup made from silicone, suitable for everyday use in the beauty category.",Colors: Brown/Blue; Sizes: S
SKU-ELE-WEA-00142,1494.15,P000142,Smart Aluminum Wearable,"bestseller, eco-friendly, family, trending",344,,4.9,6 months,Electronics,2022-10-25,42x78x18 cm,"A smart wearable made from aluminum, suitable for everyday use in the electronics category.",Colors: Green; Sizes: S/One Size/XL
SKU-FAS-KID-00143,1226.19,P000143,Eco Leather Kid,"bestseller, giftable, sale, trending",1182,,3.2,1 year,Fashion,2024-07-19,53x62x5 cm,"A eco kid made from leather, suitable for everyday use in the fashion category.",Colors: Pink/Brown/Silver; Sizes: XS/One Size/L
SKU-GRO-BEV-00144,548.48,P000144,Mini Leather Beverage,"eco-friendly, lightweight, premium, professional",879,2026-09-17,3.7,No Warranty,Grocery,2025-08-17,111x41x22 cm,"A mini beverage made from leather, suitable for everyday use in the grocery category.",Colors: Black/Brown/White; Sizes: L/XS/XL
SKU-FAS-SHO-00145,2479.63,P000145,Ultra Steel Shoe,"bestseller, sale",876,,5.0,3 months,Fashion,2022-02-19,117x88x20 cm,"A ultra shoe made from steel, suitable for everyday use in the fashion category.",Colors: Green/White/Silver; Sizes: One Size/S/XS
SKU-TOY-PUZ-00146,1075.92,P000146,Essential Glass Puzzle,"giftable, lightweight, limited, new",186,,2.7,3 months,Toys,2024-12-12,66x14x9 cm,"A essential puzzle made from glass, suitable for everyday use in the toys category.",Colors: Silver; Sizes: L
SKU-FAS-SHO-00147,960.75,P000147,Compact Glass Shoe,"eco-friendly, family, professional",1496,,2.8,6 months,Fashion,2025-07-09,52x43x9 cm,"A compact shoe made from glass, suitable for everyday use in the fashion category.",Colors: Gray; Sizes: XS/XL/S
SKU-OFF-PRI-00148,1572.05,P000148,Essential Glass Printing,"bestseller, eco-friendly",310,,4.0,1 year,Office,2023-04-24,115x32x6 cm,"A essential printing made from glass, suitable for everyday use in the office category.",Colors: Silver/Gold/Brown/Gray; Sizes: S
SKU-SPO-FIT-00149,1948.52,P000149,Eco Aluminum Fitnes,"giftable, limited, premium, trending",1414,,4.6,3 years,Sports,2021-02-24,117x43x14 cm,"A eco fitnes made from aluminum, suitable for everyday use in the sports category.",Colors: Black/Red/Pink; Sizes: XS/S
SKU-OFF-TEC-00150,2467.26,P000150,Compact Steel Tech,"bestseller, eco-friendly, lightweight, new",648,,3.5,2 years,Office,2021-09-28,58x51x35 cm,"A compact tech made from steel, suitable for everyday use in the office category.",Colors: Black; Sizes: S/XS
SKU-ELE-AUD-00151,1573.27,P000151,Mini Aluminum Audio,"eco-friendly, giftable, premium, sale",1026,,3.5,3 years,Electronics,2025-04-21,56x15x41 cm,"A mini audio made from aluminum, suitable for everyday use in the electronics category.",Colors: Green; Sizes: XL
SKU-BEA-HAI-00152,979.87,P000152,Mini Cotton Haircare,"limited, new, professional",1299,2028-02-11,4.1,3 years,Beauty,2025-04-13,13x44x45 cm,"A mini haircare made from cotton, suitable for everyday use in the beauty category.",Colors: White/Gold; Sizes: L
SKU-ELE-ACC-00153,303.00,P000153,Pro Wood Accessorie,"durable, eco-friendly, professional, sale",1449,,4.3,3 months,Electronics,2021-10-09,68x49x34 cm,"A pro accessorie made from wood, suitable for everyday use in the electronics category.",Colors: Green/White; Sizes: M
SKU-TOY-PUZ-00154,661.05,P000154,Mini Plastic Puzzle,"durable, eco-friendly, premium",1180,,2.7,1 year,Toys,2024-07-09,70x51x4 cm,"A mini puzzle made from plastic, suitable for everyday use in the toys category.",Colors: Green/White; Sizes: One Size/XS/S
SKU-ELE-SMA-00155,119.71,P000155,Premium Glass Smartphone,"family, limited, professional, trending",745,,4.8,3 months,Electronics,2023-02-24,114x9x36 cm,"A premium smartphone made from glass, suitable for everyday use in the electronics category.",Colors: Red/Gold/Silver; Sizes: XS/XL
SKU-GRO-BEV-00156,452.45,P000156,Mini Steel Beverage,"bestseller, durable, giftable",1056,2022-11-16,2.7,No Warranty,Grocery,2021-04-05,115x41x50 cm,"A mini beverage made from steel, suitable for everyday use in the grocery category.",Colors: Black/Silver/Red/Blue; Sizes: M/XL/S
SKU-OFF-PRI-00157,2494.47,P000157,Max Silicone Printing,"giftable, limited, new",400,,4.8,3 months,Office,2025-02-09,24x5x60 cm,"A max printing made from silicone, suitable for everyday use in the office category.",Colors: Black/Silver/Brown; Sizes: L/M/XS
SKU-BEA-WEL-00158,1232.60,P000158,Eco Leather Wellnes,"bestseller, durable, lightweight, premium",122,2024-04-14,3.2,No Warranty,Beauty,2021-10-19,34x71x27 cm,"A eco wellnes made from leather, suitable for everyday use in the beauty category.",Colors: Gold/White; Sizes: XL/XS/L
SKU-FAS-WOM-00159,2128.02,P000159,Classic Aluminum Women,"bestseller, limited",804,,4.6,6 months,Fashion,2024-12-06,45x62x18 cm,"A classic women made from aluminum, suitable for everyday use in the fashion category.",Colors: Brown/White; Sizes: XS
SKU-FAS-SHO-00160,1019.24,P000160,Ultra Cotton Shoe,"bestseller, eco-friendly, professional",1097,,4.9,3 months,Fashion,2023-01-04,62x44x30 cm,"A ultra shoe made from cotton, suitable for everyday use in the fashion category.",Colors: Brown/Black/Red; Sizes: S/XS
SKU-BEA-MAK-00161,1694.56,P000161,Deluxe Steel Makeup,"bestseller, giftable, lightweight, limited",532,2026-07-31,2.6,1 year,Beauty,2025-08-07,114x62x36 cm,"A deluxe makeup made from steel, suitable for everyday use in the beauty category.",Colors: Blue; Sizes: XS
SKU-ELE-LAP-00162,2060.06,P000162,Portable Glass Laptop,"bestseller, new, professional",762,,4.1,3 years,Electronics,2024-11-06,15x79x38 cm,"A portable laptop made from glass, suitable for everyday use in the electronics category.",Colors: Pink/Blue; Sizes: M
SKU-HOM-COO-00163,424.12,P000163,Ultra Steel Cookware,"durable, eco-friendly, limited, trending",1175,,4.6,1 year,Home & Kitchen,2023-06-07,68x8x25 cm,"A ultra cookware made from steel, suitable for everyday use in the home & kitchen category.",Colors: Green/Brown; Sizes: S/XS
SKU-BEA-MAK-00164,2207.52,P000164,Ultra Leather Makeup,"family, giftable, limited, new",981,2022-01-29,3.2,3 months,Beauty,2021-05-05,58x30x42 cm,"A ultra makeup made from leather, suitable for everyday use in the beauty category.",Colors: Silver/Pink/Gray/Blue; Sizes: XL/M/L
SKU-SPO-OUT-00165,1494.80,P000165,Premium Cotton Outdoor,"eco-friendly, limited, premium",60,,4.4,No Warranty,Sports,2025-07-19,108x65x34 cm,"A premium outdoor made from cotton, suitable for everyday use in the sports category.",Colors: Red; Sizes: S/M/XS
SKU-BEA-WEL-00166,2338.33,P000166,Deluxe Cotton Wellnes,"durable, eco-friendly, new, premium",355,2023-02-22,4.0,3 years,Beauty,2021-12-27,94x50x59 cm,"A deluxe wellnes made from cotton, suitable for everyday use in the beauty category.",Colors: Pink/Gray; Sizes: S/L
SKU-ELE-SMA-00167,1506.14,P000167,Premium Glass Smartphone,"durable, eco-friendly",40,,3.7,6 months,Electronics,2023-12-15,83x30x52 cm,"A premium smartphone made from glass, suitable for everyday use in the electronics category.",Colors: Black/Brown/Blue; Sizes: One Size/S/XS
SKU-GRO-BEV-00168,1467.10,P000168,Smart Leather Beverage,"durable, eco-friendly, family, lightweight",689,2024-02-03,2.8,No Warranty,Grocery,2022-09-11,98x60x51 cm,"A smart beverage made from leather, suitable for everyday use in the grocery category.",Colors: Red/Blue/Gold; Sizes: One Size/M
SKU-FAS-WOM-00169,2372.22,P000169,Essential Steel Women,"limited, premium, professional",1173,,4.6,2 years,Fashion,2023-03-13,9x28x39 cm,"A essential women made from steel, suitable for everyday use in the fashion category.",Colors: Pink; Sizes: M
SKU-HOM-STO-00170,423.87,P000170,Smart Cotton Storage,"limited, sale",181,,4.3,3 years,Home & Kitchen,2025-08-10,98x47x29 cm,"A smart storage made from cotton, suitable for everyday use in the home & kitchen category.",Colors: White/Silver; Sizes: XS/One Size
